id	symbol	description	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000000003	TSPAN6	"tetraspanin 6"	1557.370354601	0.231242837771965	0.19113163815731	1.20986164300879	0.226331987719494	0.999797350639373
ENSG00000000419	DPM1	"dolichyl-phosphate mannosyltransferase subunit 1, catalytic"	1119.07600863457	-0.194371152469136	0.268824202297732	-0.723041864563456	0.469654164206556	0.999797350639373
ENSG00000000457	SCYL3	"SCY1 like pseudokinase 3"	409.112140959234	-0.0169996204429661	0.167216266743822	-0.101662480415317	0.91902458408716	0.999797350639373
ENSG00000000460	C1orf112	"chromosome 1 open reading frame 112"	523.611042900794	0.0522258550976499	0.168143548034503	0.310602789748038	0.756102606112666	0.999797350639373
ENSG00000000971	CFH	"complement factor H"	1368.8085611168	0.0302495561172023	0.148926259669647	0.203117678402068	0.839043054370009	0.999797350639373
ENSG00000001036	FUCA2	"alpha-L-fucosidase 2"	4333.71313531562	0.0290481450605218	0.149415518509161	0.194411834529361	0.845853424091118	0.999797350639373
ENSG00000001084	GCLC	"glutamate-cysteine ligase catalytic subunit"	1054.23789585137	-0.0264854078286746	0.151912300181127	-0.174346697384582	0.861593001969191	0.999797350639373
ENSG00000001167	NFYA	"nuclear transcription factor Y subunit alpha"	785.590109976215	-0.122807361422979	0.204817263098452	-0.599594778121548	0.548776328124718	0.999797350639373
ENSG00000001461	NIPAL3	"NIPA like domain containing 3"	248.810168245295	0.132777245373159	0.206876240283565	0.641819694669438	0.520990260512318	0.999797350639373
ENSG00000001497	LAS1L	"LAS1 like, ribosome biogenesis factor"	980.695450629052	0.12036557829899	0.213880461557764	0.562770331718597	0.573591285187858	0.999797350639373
ENSG00000001561	ENPP4	"ectonucleotide pyrophosphatase/phosphodiesterase 4"	200.78303328385	-0.156071005412505	0.243857956138345	-0.640007846715336	0.522167498056427	0.999797350639373
ENSG00000001617	SEMA3F	"semaphorin 3F"	243.16329517766	0.269347926716321	0.249700743147124	1.07868291988871	0.280729102331464	0.999797350639373
ENSG00000001629	ANKIB1	"ankyrin repeat and IBR domain containing 1"	1060.59901801327	0.0403042185563818	0.134059378346861	0.300644528218683	0.763685572764865	0.999797350639373
ENSG00000001630	CYP51A1	"cytochrome P450 family 51 subfamily A member 1"	1141.38142243721	0.192478800760523	0.274277539317306	0.701766543624441	0.482824766458378	0.999797350639373
ENSG00000001631	KRIT1	"KRIT1, ankyrin repeat containing"	1012.25987554685	-0.0934251845208188	0.147694530495991	-0.632556833398477	0.527023083602779	0.999797350639373
ENSG00000002016	RAD52	"RAD52 homolog, DNA repair protein"	259.631092156447	-0.146338228233378	0.180478649141378	-0.810834017927207	0.417460996049363	0.999797350639373
ENSG00000002330	BAD	"BCL2 associated agonist of cell death"	143.595119552163	0.0736400785699295	0.242892760997536	0.303179387757367	0.76175315641312	0.999797350639373
ENSG00000002549	LAP3	"leucine aminopeptidase 3"	2910.98364522421	-0.0698251199012267	0.127994030352533	-0.545534191781507	0.585386171145542	0.999797350639373
ENSG00000002746	HECW1	"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1"	167.417574090779	0.100922911997807	0.21256655859111	0.474782640631358	0.634941907376011	0.999797350639373
ENSG00000002822	MAD1L1	"mitotic arrest deficient 1 like 1"	967.712531630465	-0.0627480914154363	0.21511181313551	-0.291699886216421	0.770516096225702	0.999797350639373
ENSG00000002834	LASP1	"LIM and SH3 protein 1"	5928.98311089918	-0.273219414529454	0.186304026477544	-1.46652447451202	0.142505458586274	0.999797350639373
