baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000087266	319.002676476337	1.14631285393388	0.171020981356776	6.70276152574811	2.04517088830662e-11	1.97420345848238e-07
ENSG00000139269	388.850660911784	1.42344926741568	0.218521699606904	6.51399504020109	7.31779143999705e-11	3.53193203851458e-07
ENSG00000106948	270.378228335661	1.23299435030105	0.196164252087909	6.28552010459325	3.2675787224838e-10	1.05139791360454e-06
ENSG00000128165	299.772460096554	1.13321008936547	0.207593306949393	5.45879877351599	4.79366671043646e-08	0.000115683161889608
ENSG00000135842	245.016856888209	1.1267693816	0.214872648747115	5.24389394448294	1.57222594244547e-07	0.000303533940448523
ENSG00000128591	996.677102425866	0.91339067671314	0.206159284322536	4.43050954369895	9.40106863244061e-06	0.0136933725233413
ENSG00000130766	797.725905292907	0.773423545315314	0.175034435587889	4.41869362858578	9.92992931351796e-06	0.0136933725233413
ENSG00000163586	2825.56759578901	-0.63901141087666	0.147473360022454	-4.33306334635195	1.47048776153297e-05	0.0177432729525972
ENSG00000070669	1932.18071646602	0.653077677334412	0.15357072911452	4.25261819814246	2.11285632147389e-05	0.0203954020711875
ENSG00000128965	203.09524548552	1.0682477146197	0.250224641032079	4.26915474916299	1.9621510714716e-05	0.0203954020711875
ENSG00000107731	336.908433964744	0.861305712165574	0.2090259278818	4.12056877772898	3.77938220789455e-05	0.0331657967752782
ENSG00000166173	298.692173320269	0.802364782070165	0.198580761848464	4.04049604101351	5.33382655095583e-05	0.0429061897469805
ENSG00000139514	1051.25773149127	0.766918172693599	0.19516743608134	3.92953962040045	8.51086530446378e-05	0.0631964482953761
ENSG00000115902	871.485128174196	0.52985408091018	0.144557643890412	3.66534806911945	0.000247002413745456	0.170308164277492
ENSG00000173531	632.604030611	0.518593124548872	0.144772627204582	3.58212138967426	0.000340815350541861	0.219326038585372
ENSG00000149260	202.526700956694	0.69555264349435	0.197113442264339	3.52869208464017	0.000417618743378265	0.2519546081144
ENSG00000197122	672.647604811405	0.630089090145995	0.180219359388242	3.49623421304372	0.000471874322289501	0.267941343121209
ENSG00000143126	439.408501542851	0.651943398108256	0.192499663103005	3.38672487836722	0.000707322809363388	0.379321504376932
ENSG00000167088	1578.28730157902	-0.555762856417767	0.165621967746223	-3.35561075611264	0.000791899401207035	0.382210245992575
ENSG00000175115	1215.72842403639	0.50193547024336	0.149469161935392	3.35812058985332	0.000784743698927517	0.382210245992575
ENSG00000104081	773.367119216287	0.561574196544454	0.172134225254945	3.26242033339225	0.00110465216843466	0.507771780090464
ENSG00000112379	2399.29820704821	0.513166620348739	0.164095133625466	3.1272506930035	0.00176449399016861	0.690263245913899
ENSG00000147852	165.423737424954	0.732186909975146	0.23339695633596	3.13708850993417	0.00170634607191162	0.690263245913899
ENSG00000187792	225.066834932941	0.629927585548453	0.201679502475774	3.12340906148417	0.00178769099221459	0.690263245913899
ENSG00000198198	592.096779609306	0.584070751242233	0.186311995347051	3.13490685424876	0.00171908686658675	0.690263245913899
ENSG00000175197	442.743029844675	0.491677435876707	0.161165481832335	3.05076143034284	0.00228261865733997	0.847466073050104
ENSG00000049449	393.071903047111	0.615673574077719	0.204973565199049	3.00367305159493	0.00266741803736351	0.918634808304543
ENSG00000101255	5097.83475362769	0.371427998981917	0.123549874762969	3.00630008484027	0.002644478790885	0.918634808304543
ENSG00000158406	1061.00551277831	-0.540928124268689	0.180713120479129	-2.99329745861569	0.0027598062199142	0.918634808304543
