baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000087266	319.002676476337	0.791830044265147	0.173655559426232	4.55977365125194	5.12087865270866e-06	0.0494318416345967
ENSG00000106948	270.378228335661	0.753881995962972	0.199528025095206	3.77832635592545	0.000157885884159593	0.508024146597516
ENSG00000128165	299.772460096554	0.800165385422118	0.20980892434083	3.81378145822942	0.000136856499957573	0.508024146597516
ENSG00000000003	1557.370354601	-0.411830088202215	0.192164593794439	-2.14311117396972	0.0321041724325474	0.952129642845705
ENSG00000000419	1119.07600863457	-0.25365999747706	0.269151237196832	-0.942444107331211	0.345965314227249	0.952129642845705
ENSG00000000460	523.611042900794	-0.191307667277048	0.16975067324674	-1.12699209739789	0.259745822220416	0.952129642845705
ENSG00000001036	4333.71313531562	-0.201867516923825	0.149638475549823	-1.34903484001755	0.177325775746486	0.952129642845705
ENSG00000001497	980.695450629052	0.177685040278367	0.214011654447563	0.830258710615704	0.40639252723412	0.952129642845705
ENSG00000001561	200.78303328385	-0.230283616378022	0.245539059033793	-0.937869588994103	0.348311433308524	0.952129642845705
ENSG00000001617	243.16329517766	0.341132546809881	0.250042166155644	1.36430007808177	0.172473141346529	0.952129642845705
ENSG00000002822	967.712531630465	0.359606202637144	0.21456574809109	1.6759720777264	0.0937436620100711	0.952129642845705
ENSG00000002834	5928.98311089918	0.135636892413232	0.186201113367636	0.728442972010754	0.466342466174109	0.952129642845705
ENSG00000003056	3437.99307445218	-0.101230098476277	0.140645116003185	-0.719755519089508	0.471675536319089	0.952129642845705
ENSG00000003096	204.788624637414	-0.315239404970343	0.21931132207428	-1.43740597607438	0.150602671725195	0.952129642845705
ENSG00000003137	417.503739861978	0.316569977968942	0.232696356696634	1.36044234840193	0.173689985029802	0.952129642845705
ENSG00000003147	220.906001020887	0.359346951217781	0.205928662257173	1.74500697124431	0.0809836554937947	0.952129642845705
ENSG00000003400	393.18220158762	0.282796350886568	0.205785046896454	1.3742317780206	0.169369738171202	0.952129642845705
ENSG00000003436	3945.97158725955	-0.207251677389628	0.179456727408995	-1.15488385630306	0.248137991191659	0.952129642845705
ENSG00000004399	3213.07090233683	0.397488880641863	0.183681170094641	2.16401539927614	0.0304631675732586	0.952129642845705
ENSG00000004455	2205.52513805914	-0.11421121694311	0.138009295913738	-0.827561768118123	0.407918727535142	0.952129642845705
ENSG00000004779	1098.21934065699	-0.486151447705026	0.169349483065515	-2.87069933078538	0.0040956488352837	0.952129642845705
ENSG00000004864	3177.17881438356	-0.106576868413252	0.124854131774033	-0.853611065159947	0.393320525509186	0.952129642845705
ENSG00000004961	288.492877051587	-0.176614330788594	0.192073757069504	-0.919513073952541	0.357827270433218	0.952129642845705
ENSG00000004975	1201.6222706931	0.150060454926218	0.168320100425799	0.891518330529812	0.372651162114053	0.952129642845705
ENSG00000005007	3559.04516919442	0.220755931244216	0.19401816632845	1.13781062578698	0.25519956703423	0.952129642845705
ENSG00000005020	434.112347129916	-0.201429098778628	0.201711414942535	-0.998600395699039	0.317988308390811	0.952129642845705
ENSG00000005022	5099.87384423083	-0.267016469265861	0.148022294450531	-1.8038935976303	0.0712479888548247	0.952129642845705
ENSG00000005156	3103.59649867493	0.20398274133925	0.166359078180808	1.22615936304691	0.220138710222467	0.952129642845705
ENSG00000005206	444.347855189745	0.510243384443106	0.243365311982742	2.09661508571645	0.036027662762233	0.952129642845705
ENSG00000005339	1323.15252328566	0.294785735980583	0.177687362581146	1.65901351507742	0.0971130689522466	0.952129642845705
ENSG00000005421	445.40239485228	-0.377554249856111	0.220858580364558	-1.70948418319498	0.0873612990723192	0.952129642845705
ENSG00000005844	260.608653737649	0.320878885788454	0.2463782224535	1.30238331372415	0.192785383828966	0.952129642845705
ENSG00000005893	3424.83752096584	-0.244816469011166	0.148656122415221	-1.64686435401129	0.0995859301481365	0.952129642845705
ENSG00000006015	525.127720448774	0.351211350556532	0.185421940325142	1.8941197030981	0.0582091230187707	0.952129642845705
ENSG00000006042	554.395255017914	-0.164075352472717	0.155034477125651	-1.05831525680407	0.289911739582518	0.952129642845705
ENSG00000006118	3143.29341328383	0.343488900810786	0.229890997741001	1.49413810973915	0.135139524936917	0.952129642845705
ENSG00000006194	637.599530608777	0.128146103048784	0.164909942952796	0.777067172265436	0.437119140644074	0.952129642845705
ENSG00000006210	839.967939900524	0.222364630955048	0.165933939503074	1.34007926058387	0.180219577880128	0.952129642845705
ENSG00000006282	999.584720850716	0.296786537686221	0.170288515840711	1.7428452894841	0.0813606428545875	0.952129642845705
ENSG00000006432	478.181036137258	0.356375563536936	0.213744327054715	1.66729834867482	0.0954550948491456	0.952129642845705
ENSG00000006451	689.499452203791	-0.230739444750682	0.158930651185673	-1.4518246985669	0.146550354542702	0.952129642845705
ENSG00000006534	139.69305217346	0.237827988656775	0.258833964967859	0.918843818222649	0.358177269462364	0.952129642845705
ENSG00000006625	785.430023865426	-0.221559867772689	0.160137801274219	-1.38355757360057	0.166493966835613	0.952129642845705
ENSG00000006704	331.127982200338	0.146704295978417	0.190031476581197	0.771999979254661	0.440114439785376	0.952129642845705
ENSG00000006712	1498.99800180689	0.255388060260167	0.190906842022803	1.33776274100046	0.180973791210954	0.952129642845705
ENSG00000006744	1996.11649645916	0.179516745232613	0.150400383947829	1.19359233348024	0.232637474364934	0.952129642845705
ENSG00000006831	2580.04505444002	-0.167063885778014	0.131165419507878	-1.27368849506847	0.202773835394198	0.952129642845705
ENSG00000007202	5817.9099665346	0.233786636829506	0.178009034488057	1.31334141270898	0.18906792978264	0.952129642845705
ENSG00000007376	556.107075455263	0.225766076030762	0.195841344846962	1.15280088689743	0.248992120290115	0.952129642845705
ENSG00000007384	356.598062278865	0.209461410050839	0.204662985302913	1.02344549377516	0.306097258676777	0.952129642845705
ENSG00000007392	676.422443223373	0.152818911789622	0.176975649532767	0.863502477279101	0.387861257978129	0.952129642845705
ENSG00000007541	217.94755643728	0.419006830014233	0.310633625846907	1.34887789070439	0.177376190805351	0.952129642845705
ENSG00000007545	262.920903283191	0.372397371735326	0.252316157809763	1.47591567249569	0.139966531613533	0.952129642845705
ENSG00000007923	1704.89630725372	0.175827988674938	0.173746684000001	1.01197896055926	0.311548113212646	0.952129642845705
ENSG00000008018	4344.43260248012	-0.364205783493794	0.162203492362624	-2.24536339007777	0.0247448136429338	0.952129642845705
ENSG00000008083	640.03337916438	0.199993217478878	0.171702014884749	1.16476919396152	0.244112431788458	0.952129642845705
ENSG00000008130	1298.32853999225	0.140384736038503	0.170054957789586	0.825525688067296	0.409073204897006	0.952129642845705
ENSG00000008282	621.399544729193	-0.386769867478443	0.296442237791492	-1.30470566664148	0.191993091184012	0.952129642845705
ENSG00000008323	379.050693613597	0.293963292880375	0.212923314213521	1.38060641206057	0.167400010749006	0.952129642845705
ENSG00000008324	426.958739536469	-0.35785649858291	0.215736385078766	-1.65876747425917	0.0971626568727157	0.952129642845705
ENSG00000008394	3087.54046762118	-0.427637034458512	0.299110030518825	-1.42969807370468	0.152803693376442	0.952129642845705
ENSG00000008405	1057.02711531913	-0.109656164301828	0.13249336858781	-0.827635114652202	0.407877175591074	0.952129642845705
ENSG00000008710	990.815944168202	0.54669398534499	0.307308684115638	1.77897343486484	0.0752441173396998	0.952129642845705
ENSG00000008853	401.102280738973	0.154962406259534	0.204857007450744	0.756441813672368	0.449384346175459	0.952129642845705
ENSG00000008952	1776.20338629468	-0.123362136535722	0.154434285812101	-0.798800187970016	0.424406281546759	0.952129642845705
ENSG00000008988	9293.76322031244	-0.467438494791713	0.302134662657625	-1.54711972032619	0.121834379488627	0.952129642845705
ENSG00000009307	19414.6210107837	-0.0952594257947388	0.119368879298831	-0.798025635779524	0.424855613572623	0.952129642845705
ENSG00000009780	152.970196385435	0.210877412241205	0.215986638886822	0.976344709691534	0.328893670871528	0.952129642845705
ENSG00000009844	2198.515630615	-0.358423183791042	0.199571341151227	-1.79596520083233	0.0725000516638959	0.952129642845705
ENSG00000009954	3949.69419335742	0.135487488984182	0.151749838978841	0.892834482698027	0.371945817147841	0.952129642845705
ENSG00000010270	621.992340679122	-0.325542206655811	0.197504918807822	-1.64827391956032	0.0992964740687082	0.952129642845705
ENSG00000010278	191.593549875082	-0.291383836382783	0.220150834562124	-1.3235645323005	0.185647710987916	0.952129642845705
ENSG00000010292	6116.72840320046	0.18244436288807	0.194582419838204	0.937619971217198	0.348439744290787	0.952129642845705
ENSG00000010295	346.877825608767	0.259205796464871	0.179747787405955	1.44205277965098	0.149287484736592	0.952129642845705
ENSG00000010322	380.083613815205	0.214524096178024	0.211848948193524	1.01262761985514	0.31123806206287	0.952129642845705
ENSG00000010539	185.049926774055	-0.202912730251276	0.208099437825616	-0.975075821306706	0.329522651143229	0.952129642845705
ENSG00000010803	645.748575836182	0.102934832734034	0.141958202204001	0.725106623892798	0.468386621081825	0.952129642845705
ENSG00000010818	713.272807199836	0.255742222662335	0.185719622906049	1.37703393244401	0.168501757105824	0.952129642845705
ENSG00000011021	723.610002352957	0.149172344885228	0.183519052194194	0.812843915123203	0.41630755359368	0.952129642845705
ENSG00000011105	1480.52110063204	0.21000105407869	0.281600317043198	0.745741539937525	0.455823560532073	0.952129642845705
ENSG00000011132	283.501698043164	0.271847525294842	0.203879814538886	1.33337145665782	0.182409934550968	0.952129642845705
ENSG00000011243	934.197427402567	0.206125906841019	0.16855744215662	1.2228822661505	0.221374167536208	0.952129642845705
ENSG00000011260	962.69223492641	-0.132899074262146	0.148650374586785	-0.894037937217282	0.371301593483518	0.952129642845705
ENSG00000011275	1756.99036086524	0.205377708795026	0.156302777330084	1.31397350900109	0.188855119209791	0.952129642845705
ENSG00000011347	1474.96983341669	0.194239432099643	0.15256245233086	1.27317979707352	0.202954247895368	0.952129642845705
ENSG00000011376	1313.87692356789	0.151048854503422	0.193377277976366	0.781109632342033	0.434738017115915	0.952129642845705
ENSG00000011451	657.017075653196	0.328985450358405	0.190219048958126	1.72950843861503	0.0837181375137028	0.952129642845705
ENSG00000011478	307.381736645354	0.202700985856504	0.208929113585478	0.970190235232939	0.331951677114871	0.952129642845705
ENSG00000012061	563.077548558369	0.159768182281492	0.155821628696063	1.02532737989235	0.305208740881911	0.952129642845705
ENSG00000012171	391.308380070838	0.189241163891954	0.200513721768117	0.943781613663331	0.34528125813645	0.952129642845705
ENSG00000012232	1130.2211039795	0.22136889934242	0.241165633278547	0.917912292614007	0.358664785504505	0.952129642845705
ENSG00000012504	4315.72565216869	-0.106787488481717	0.132430465640627	-0.806366480440411	0.42003156829297	0.952129642845705
ENSG00000012660	3004.91662890309	-0.244434527765698	0.171561291359173	-1.42476502612679	0.154225135188804	0.952129642845705
ENSG00000012822	380.159452815102	0.273977432711738	0.16527457519559	1.65771070588145	0.0973758718882066	0.952129642845705
ENSG00000013288	1029.73602236511	0.317050725246915	0.163394632691631	1.94039865339564	0.0523312601302059	0.952129642845705
ENSG00000013364	245.486568106165	0.372517228165595	0.213626611802315	1.74377726175011	0.0811979368895993	0.952129642845705
ENSG00000013441	660.618541743415	-0.143151516665626	0.195677649256303	-0.731568051893973	0.464432254081706	0.952129642845705
ENSG00000013573	927.454322315648	0.389044698012366	0.224838854946318	1.73032680719377	0.0835719026430378	0.952129642845705
ENSG00000013810	1885.42195979018	0.18055760163027	0.189110990668957	0.954770534444192	0.339693751314013	0.952129642845705
ENSG00000014216	1773.34677423315	0.327208764977417	0.193454491277229	1.69139916482224	0.0907605917082271	0.952129642845705
ENSG00000014641	2214.088965229	-0.297936320570466	0.175341491893663	-1.69917751556004	0.0892857415135703	0.952129642845705
ENSG00000015133	689.301733733742	0.335695270327762	0.250604742981562	1.33954076979485	0.180394691253171	0.952129642845705
ENSG00000015475	947.971787706057	-0.230690191379005	0.162318158240651	-1.42122233198942	0.155252134408805	0.952129642845705
ENSG00000015520	363.091634207024	0.29411856026714	0.239111129581323	1.23004964587861	0.21867851448532	0.952129642845705
ENSG00000015532	523.542992987941	0.196214728544696	0.21364162964321	0.918429282122508	0.358394166368688	0.952129642845705
ENSG00000015676	1313.19522380077	0.233307676138829	0.224815564228323	1.03777368323966	0.299375431592813	0.952129642845705
ENSG00000016391	645.729853584807	0.195560063165668	0.180873752498421	1.08119647248086	0.279609726826184	0.952129642845705
ENSG00000018610	502.752810450645	0.158440189049705	0.178310613840121	0.888562860266793	0.374238058611863	0.952129642845705
ENSG00000019144	653.820999058153	0.319642623379274	0.241483510577974	1.32366231803667	0.18561521842865	0.952129642845705
ENSG00000020129	619.574109353696	0.273737286603696	0.209784848116631	1.30484774787695	0.191944696668335	0.952129642845705
ENSG00000020922	383.242500899447	-0.225265187307805	0.16192958333937	-1.39113053132297	0.164185848072385	0.952129642845705
ENSG00000021300	347.568935870371	0.145996979483237	0.18417193678887	0.792721095454432	0.427940336807621	0.952129642845705
ENSG00000021355	1240.01088253781	-0.248239661693316	0.175827089184515	-1.41183968206862	0.157997171324496	0.952129642845705
ENSG00000021826	370.969603929198	-0.177101273428874	0.204226004772015	-0.867182774429625	0.385841872852377	0.952129642845705
ENSG00000022567	948.655007086859	0.164174950395454	0.216336849298765	0.758885741969577	0.447920908787515	0.952129642845705
ENSG00000022840	2745.34889027685	0.177121925330773	0.179496518543579	0.986770811868257	0.323755006738287	0.952129642845705
ENSG00000023041	699.801514505661	-0.142222111820383	0.176173837599275	-0.807282816554641	0.419503561651202	0.952129642845705
ENSG00000023191	1614.0714219834	0.230535188052502	0.207676107952479	1.11007082290493	0.266968508939264	0.952129642845705
