baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000000003	1557.370354601	0.0569031007848557	0.191355564762483	0.2973684139026	0.766185255619461	0.999898296590047
ENSG00000000419	1119.07600863457	0.061817543047912	0.268509936202504	0.230224415238364	0.81791739074765	0.999898296590047
ENSG00000000457	409.112140959234	-0.000759731911192738	0.167285517816229	-0.00454152828714879	0.996376397153663	0.999898296590047
ENSG00000000460	523.611042900794	-0.0462059397671625	0.168658141327215	-0.273962107038272	0.784113742123663	0.999898296590047
ENSG00000000971	1368.8085611168	0.0791727234465973	0.148899064507942	0.531720758006334	0.594919412736272	0.999898296590047
ENSG00000001036	4333.71313531562	0.0360178239943378	0.149428640838919	0.241036951096706	0.809526477821816	0.999898296590047
ENSG00000001084	1054.23789585137	0.0685186911647432	0.151762263812571	0.451487012933366	0.651638583118731	0.999898296590047
ENSG00000001167	785.590109976215	-0.153912848839368	0.204979949643662	-0.750867824423464	0.452732206039819	0.999898296590047
ENSG00000001461	248.810168245295	-0.0883308580068586	0.208691420703557	-0.423260609895081	0.67210512999288	0.999898296590047
ENSG00000001497	980.695450629052	-0.0109586532947738	0.214178292178167	-0.0511660317361093	0.959193219122307	0.999898296590047
ENSG00000001561	200.78303328385	-0.00253506832896723	0.242935262742331	-0.0104351599695761	0.991674098075842	0.999898296590047
ENSG00000001617	243.16329517766	0.0870252436469918	0.251031491306554	0.346670623649837	0.728838782073051	0.999898296590047
ENSG00000001629	1060.59901801327	-0.0385038650541458	0.134344203292248	-0.286606076857561	0.774413960902697	0.999898296590047
ENSG00000001630	1141.38142243721	-0.0414151673585096	0.274597293223247	-0.150821469768965	0.880116549571058	0.999898296590047
ENSG00000001631	1012.25987554685	0.03593879613261	0.147436778989181	0.243757333678914	0.807418766461535	0.999898296590047
ENSG00000002016	259.631092156447	-0.0429704109331997	0.17987653675764	-0.238888360359621	0.811192151385048	0.999898296590047
ENSG00000002330	143.595119552163	0.161570701225387	0.242279194179659	0.666878151763935	0.504849967634442	0.999898296590047
ENSG00000002549	2910.98364522421	0.0521336464048322	0.127901630008151	0.407607365140771	0.683561956216295	0.999898296590047
ENSG00000002746	167.417574090779	0.0489711192362667	0.213359483422258	0.229523986704394	0.818461679495743	0.999898296590047
ENSG00000002822	967.712531630465	0.0308792612447777	0.214985443036071	0.143634195919008	0.885789336197594	0.999898296590047
ENSG00000002834	5928.98311089918	-0.125274481698996	0.186258539597754	-0.672583828744388	0.501212092560265	0.999898296590047
ENSG00000002919	175.175415647726	0.00314212581657947	0.273142615927146	0.0115036088598403	0.990821650530777	0.999898296590047
